naam	jaar	gewasgroep	lblhfdtlt	area_m2	area_prop
Kempen	14245	Voedergewassen	Mengsel van vlinderbloemigen	82690.8134162849	2.13733322941694e-05
Kempen	14245	Voedergewassen	Voederbieten	5276034.63506801	0.00136371184164271
Kempen	14245	Voedergewassen	Voederkool (bladkool)	6740.14577308809	1.74214485706078e-06
Kempen	14245	Voedergewassen	Voederwortelen	41811.9789672295	1.08072624203673e-05
Kempen	14245	NA	NA	13427626.972663	0.0034706773503858
Kempen	14610	Aardappelen	Aardappelen (niet-vroege)	42400439.3382584	0.010959363464393
Kempen	14610	Aardappelen	Aardappelen (pootgoed)	263030.553872646	6.79862635180264e-05
Kempen	14610	Aardappelen	Aardappelen (vroege, rooi na 19/6)	418249.516111366	0.000108106154969366
Kempen	14610	Fruit en Noten	Aardbeien	5287202.33836412	0.00136659839002274
Kempen	14610	Fruit en Noten	Andere bessen	37924.8591030515	9.80254737292792e-06
Kempen	14610	Fruit en Noten	Andere eenjarige fruitteelten	14591.1496821437	3.77141641043532e-06
Kempen	14610	Fruit en Noten	Andere meerjarige fruitteelten	67591.727834263	1.74706282312886e-05
Kempen	14610	Fruit en Noten	Blauwe bessen	401510.402530033	0.000103779548154137
Kempen	14610	Fruit en Noten	Braambessen	29049.4115137364	7.50848491606303e-06
Kempen	14610	Fruit en Noten	Druiven	3040.8695498975	7.8598229559054e-07
Kempen	14610	Fruit en Noten	Frambozen	72203.7406138857	1.86627084347761e-05
Kempen	14610	Fruit en Noten	Meerjarige fruitteelten (appel)	2592219.49656116	0.000670018426357807
Kempen	14610	Fruit en Noten	Meerjarige fruitteelten (peer)	710863.197672105	0.000183738854557568
Kempen	14610	Fruit en Noten	Rode bessen	132061.572886886	3.41343344440509e-05
Kempen	14610	Fruit en Noten	Wijnstokken	77470.334703861	2.00239801515855e-05
Kempen	14610	Granen, zaden en peulvruchten	Andere granen (bv. Mengkoren)	674087.745039171	0.000174233397579714
Kempen	14610	Granen, zaden en peulvruchten	Boekweit	45152.279323878	1.16706394574944e-05
Kempen	14610	Granen, zaden en peulvruchten	Brouwgerst	92119.022031487	2.38102684826793e-05
Kempen	14610	Granen, zaden en peulvruchten	Erwten (droog geoogst)	199808.275779813	5.16450195243327e-05
Kempen	14610	Granen, zaden en peulvruchten	Gierst, sorghum, kanariezaad of harde tarwe	206954.249603793	5.34920599245337e-05
Kempen	14610	Granen, zaden en peulvruchten	Haver	1698209.45710195	0.00043894108102452
Kempen	14610	Granen, zaden en peulvruchten	Spelt	604042.402322831	0.000156128576455286
Kempen	14610	Granen, zaden en peulvruchten	Triticale	13093208.8669665	0.00338423934109624
Kempen	14610	Granen, zaden en peulvruchten	Tuin- en veldbonen (droog geoogst)	89371.6525161606	2.3100147984888e-05
Kempen	14610	Granen, zaden en peulvruchten	Wintergerst	5128819.75555146	0.0013256607884657
Kempen	14610	Granen, zaden en peulvruchten	Winterkoolzaad	411510.948522279	0.000106364418030061
Kempen	14610	Granen, zaden en peulvruchten	Winterraapzaad	5388.84375	1.39286993792499e-06
Kempen	14610	Granen, zaden en peulvruchten	Winterrogge	1502163.31095765	0.000388268469963855
Kempen	14610	Granen, zaden en peulvruchten	Wintertarwe	12150783.3221524	0.00314064790089089
Kempen	14610	Granen, zaden en peulvruchten	Zomergerst	2958497.29239296	0.000764691301358784
Kempen	14610	Granen, zaden en peulvruchten	Zomerkoolzaad	121751.537568369	3.14694699721302e-05
Kempen	14610	Granen, zaden en peulvruchten	Zomerrogge	5566.00281666686	1.43866075124949e-06
Kempen	14610	Granen, zaden en peulvruchten	Zomertarwe	1293098.24781439	0.00033423082199482
Kempen	14610	Granen, zaden en peulvruchten	Zonnebloempitten	42736.1909712676	1.10461461543212e-05
Kempen	14610	Grasland	Blijvend grasland	235590215.72792	0.060893680422017
Kempen	14610	Grasland	Grassen in natuurbeheer	26657763.4941198	0.00689030877602897
Kempen	14610	Grasland	Graszoden	2766482.23037332	0.000715060616201886
Kempen	14610	Grasland	Tijdelijk grasland	400825288.908305	0.103602464866509
Kempen	14610	Grasland	Weiland met bomen (> 50 bomen per ha)	733054.290665892	0.000189474650166921
Kempen	14610	Groenten, kruiden en sierplanten	(Knol)venkel - vers	49798.6303909742	1.28715951768737e-05
Kempen	14610	Groenten, kruiden en sierplanten	Ajuinen (niet vroege) - vers	219735.015074278	5.67955411226123e-05
Kempen	14610	Groenten, kruiden en sierplanten	Ajuinen (vroege) - vers	418510.134496729	0.000108173517752753
Kempen	14610	Groenten, kruiden en sierplanten	Andere alternatieve slasoorten - vers	20160.6248538415	5.21097467127327e-06
Kempen	14610	Groenten, kruiden en sierplanten	Andere groenten - vers	749097.712453446	0.000193621439523977
Kempen	14610	Groenten, kruiden en sierplanten	Andere kruiden - vers	1686707.0541574	0.000435968021864036
Kempen	14610	Groenten, kruiden en sierplanten	Andere sierplanten	1792476.58944323	0.000463306577755162
Kempen	14610	Groenten, kruiden en sierplanten	Andijvie - vers	47319.1186163436	1.22307086394576e-05
Kempen	14610	Groenten, kruiden en sierplanten	Asperges - vers	1858696.82411208	0.000480422712204706
Kempen	14610	Groenten, kruiden en sierplanten	Aubergines - vers	72981.8633826232	1.88638320640499e-05
Kempen	14610	Groenten, kruiden en sierplanten	Bladselder - vers	30858.5895669032	7.97610836916645e-06
Kempen	14610	Groenten, kruiden en sierplanten	Bleekselder - vers	6545.87955005188	1.69193230784345e-06
Kempen	14610	Groenten, kruiden en sierplanten	Bloembollen en -knollen, andere dan begonia	161484.75199271	4.17394281442878e-05
Kempen	14610	Groenten, kruiden en sierplanten	Bloemkool - vers	115883.771323094	2.99528115598662e-05
Kempen	14610	Groenten, kruiden en sierplanten	Boerenkool - vers	2068.48253024463	5.34646626839156e-07
Kempen	14610	Groenten, kruiden en sierplanten	Brocolli - vers	423898.708984726	0.000109566318093754
Kempen	14610	Groenten, kruiden en sierplanten	Chinese kool - vers	82369.8055691685	2.12903604729719e-05
Kempen	14610	Groenten, kruiden en sierplanten	Chrysanten	284185.732653452	7.34543034023174e-05
Kempen	14610	Groenten, kruiden en sierplanten	Courgettes - vers	167113.373327736	4.31942740840165e-05
Kempen	14610	Groenten, kruiden en sierplanten	Erwten (andere dan droog geoogst) - vers	4408951.74638113	0.00113959443438979
Kempen	14610	Groenten, kruiden en sierplanten	Geneeskrachtige en aromatische planten en kruiden	58878.8608593806	1.52185884532837e-05
Kempen	14610	Groenten, kruiden en sierplanten	Groene kamerplanten (ficus, ...)	4131.38291008305	1.06785041921317e-06
Kempen	14610	Groenten, kruiden en sierplanten	Groene selder - vers	10935.8318657789	2.8266159047654e-06
Kempen	14610	Groenten, kruiden en sierplanten	Ijsbergsla - vers	86551.7097935579	2.23712692815514e-05
Kempen	14610	Groenten, kruiden en sierplanten	Kerstbomen	770291.835273526	0.00019909954538607
Kempen	14610	Groenten, kruiden en sierplanten	Kervel - vers	70643.8988016372	1.82595316367479e-05
Kempen	14610	Groenten, kruiden en sierplanten	Knolselder - vers	48967.0962728912	1.26566661625676e-05
Kempen	14610	Groenten, kruiden en sierplanten	Komkommers - vers	72747.3700329768	1.88032218937576e-05
Kempen	14610	Groenten, kruiden en sierplanten	Koolraap - vers	15521.9251626639	4.01199662502666e-06
Kempen	14610	Groenten, kruiden en sierplanten	Koolrabi - vers	5653.90625	1.46138140440076e-06
Kempen	14610	Groenten, kruiden en sierplanten	Kropsla - vers	71565.2325379542	1.84976714165684e-05
Kempen	14610	Groenten, kruiden en sierplanten	Paprika - vers	729585.617759851	0.000188578092307859
Kempen	14610	Groenten, kruiden en sierplanten	Perk- en balkonplanten	91084.1855325888	2.35427913174743e-05
Kempen	14610	Groenten, kruiden en sierplanten	Peterselie - vers	15520.1254777052	4.01153145528098e-06
Kempen	14610	Groenten, kruiden en sierplanten	Pompoenen - vers	451934.115867653	0.000116812710317453
Kempen	14610	Groenten, kruiden en sierplanten	Prei - vers	1546884.79946188	0.000399827761679597
Kempen	14610	Groenten, kruiden en sierplanten	Raap - vers	23791.8387912847	6.14954497805549e-06
Kempen	14610	Groenten, kruiden en sierplanten	Rabarber - vers	35576.336499929	9.19551798328811e-06
Kempen	14610	Groenten, kruiden en sierplanten	Radijs - vers	3934.50009053535	1.01696155077234e-06
Kempen	14610	Groenten, kruiden en sierplanten	Rode biet - vers	1039.15625000186	2.68593703692831e-07
Kempen	14610	Groenten, kruiden en sierplanten	Rode kool - vers	447562.970476689	0.000115682887800447
Kempen	14610	Groenten, kruiden en sierplanten	Savooikool - vers	74391.9662279765	1.92283054007791e-05
Kempen	14610	Groenten, kruiden en sierplanten	Schorseneer - vers	2367267.68549602	0.00061187448497624
Kempen	14610	Groenten, kruiden en sierplanten	Sierbomen en -struiken	1272923.15114721	0.000329016106752345
Kempen	14610	Groenten, kruiden en sierplanten	Snijbloemen - andere dan rozen	5393.51884452219	1.39407832304785e-06
Kempen	14610	Groenten, kruiden en sierplanten	Snijplanten	34808.6419888387	8.99708977575146e-06
Kempen	14610	Groenten, kruiden en sierplanten	Spinazie - vers	946229.240881009	0.00024457459246406
Kempen	14610	Groenten, kruiden en sierplanten	Spruitkolen - vers	41601.5361942967	1.07528686717878e-05
Kempen	14610	Groenten, kruiden en sierplanten	Stambonen (bvb. bruine bonen) - vers	180519.127612162	4.66592979377861e-05
Kempen	14610	Groenten, kruiden en sierplanten	Stamslabonen - vers	2119832.0213877	0.000547919077453618
Kempen	14610	Groenten, kruiden en sierplanten	Tomaten - vers	1335716.38482294	0.000345246454401973
Kempen	14610	Groenten, kruiden en sierplanten	Tuin- en veldbonen (andere dan droog geoogst) - vers	1839241.39667723	0.000475394011937884
Kempen	14610	Groenten, kruiden en sierplanten	Vaste planten	99020.3458439682	2.55940734909969e-05
Kempen	14610	Groenten, kruiden en sierplanten	Veldsla - vers	37431.7952502656	9.67510374125406e-06
Kempen	14610	Groenten, kruiden en sierplanten	Winterbloeiende halfheesters	14345.732429361	3.7079827074913e-06
Kempen	14610	Groenten, kruiden en sierplanten	Winterharde sierplanten	859547.590534393	0.000222169737074158
Kempen	14610	Groenten, kruiden en sierplanten	Witloof (voor de wortel) - vers	40590.3361356455	1.04915008852523e-05
Kempen	14610	Groenten, kruiden en sierplanten	Witloof (voor het loof) - vers	194358.0677627	5.02362885878541e-05
Kempen	14610	Groenten, kruiden en sierplanten	Witte kool - vers	221222.844002049	5.718010454334e-05
Kempen	14610	Groenten, kruiden en sierplanten	Wortel (niet-vroege) (consumptie) - vers	1853132.8071029	0.000478984564730827
Kempen	14610	Groenten, kruiden en sierplanten	Wortel (vroege) (consumptie) - vers	1691254.94529891	0.000437143528363358
Kempen	14610	Houtachtige gewassen	Andere bebossing	863333.572151683	0.000223148310628134
Kempen	14610	Houtachtige gewassen	Bebossing (korte omlooptijd)	249717.036306875	6.45450803541242e-05
Kempen	14610	Houtachtige gewassen	Bebossing loofbomen-ecologisch	142942.230405341	3.69466892766278e-05
Kempen	14610	Houtachtige gewassen	Bebossing loofbomen-economisch	1849.62854994694	4.78078809308377e-07
Kempen	14610	Houtachtige gewassen	Bebossing naaldbomen	1008585.2273654	0.000260691923574982
Kempen	14610	Houtachtige gewassen	Bebossing populieren	45439.8194736449	1.17449607867325e-05
Kempen	14610	Houtachtige gewassen	Heide in natuurbeheer	26444058.3755469	0.00683507179959205
Kempen	14610	Houtachtige gewassen	Houtkanten en houtwallen > 100 m²	625085.861233452	0.000161567739783517
Kempen	14610	Landbouwinfrastructuur	Andere gebouwen	4609316.07129702	0.00119138317753306
Kempen	14610	Landbouwinfrastructuur	Stallen en gebouwen	29229746.9653269	0.00755509673873142
Kempen	14610	Maïs	Korrelmaïs	142679880.749951	0.0368788790068981
Kempen	14610	Maïs	Silomaïs	358531565.461553	0.0926706845654198
Kempen	14610	Overige gewassen	Aardbeiplanten	530019.047729819	0.000136995547163619
Kempen	14610	Overige gewassen	Andere bedekking	436955.72244513	0.000112941201904048
Kempen	14610	Overige gewassen	Andere niet-vlinderbloemige groenbedekker	23111.5252737415	5.97370238715648e-06
Kempen	14610	Overige gewassen	Andere vlinderbloemige groenbedekker	20127.9751467675	5.20253560761228e-06
Kempen	14610	Overige gewassen	Champignons (loods)	2549.875	6.59073522583856e-07
Kempen	14610	Overige gewassen	Cichorei (inuline)	276784.400363691	7.15412597652661e-05
Kempen	14610	Overige gewassen	Gele mosterd	11523.0510600712	2.97839613827139e-06
Kempen	14610	Overige gewassen	Hop	1275.73934047832	3.2974401530579e-07
Kempen	14610	Overige gewassen	Jongplanten voor de sierteelt	3951.13288860954	1.02126067791277e-06
Kempen	14610	Overige gewassen	Lupinen	6352.43610137432	1.64193242348022e-06
Kempen	14610	Overige gewassen	Niet ingezaaid akkerland	223257.890491934	5.77061088606929e-05
Kempen	14610	Overige gewassen	Niet nader omschreven gewas - kleine landbouwer	22235132.1206244	0.00574717852908764
Kempen	14610	Overige gewassen	Olifantegras, mariadistel	4538	1.17294990753882e-06
Kempen	14610	Overige gewassen	Phacelia	930.530000011437	2.40516764538455e-07
Kempen	14610	Overige gewassen	Plantgoed van niet-vlinderbloemige groenten	130658.423225955	3.37716583168909e-05
Kempen	14610	Overige gewassen	Snijrogge	28085.0264495545	7.25921753574926e-06
Kempen	14610	Overige gewassen	Spontane bedekking	19270691.4712302	0.00498095103115656
Kempen	14610	Overige gewassen	Tabak	33272.8286384381	8.60012368334307e-06
Kempen	14610	Overige gewassen	Tagetes (Afrikaantje)	235662.122548083	6.09122663845692e-05
Kempen	14610	Suikerbieten	Suikerbieten	7586208.11450175	0.00196082902302226
Kempen	14610	Voedergewassen	Andere voedergewassen	188398.427188269	4.86958831535783e-05
Kempen	14610	Voedergewassen	Eenjarige grasklaver	3176981.1664772	0.000821163456472453
Kempen	14610	Voedergewassen	Eenjarige klaver	29167.839389896	7.53909530971475e-06
Kempen	14610	Voedergewassen	Eenjarige luzerne	10120.1296976861	2.61577902009292e-06
Kempen	14610	Voedergewassen	Meerjarige grasklaver	28552506.1815161	0.00738004836615485
Kempen	14610	Voedergewassen	Meerjarige klaver	84484.0462627225	2.18368343438443e-05
Kempen	14610	Voedergewassen	Meerjarige luzerne	49695.092108418	1.28448333392908e-05
Kempen	14610	Voedergewassen	Mengsel van gras en vlinderbloemigen (andere dan grasklaver)	329583.977533147	8.51885182842176e-05
Kempen	14610	Voedergewassen	Mengsel van vlinderbloemigen	18529.0637023526	4.78926036942602e-06
Kempen	14610	Voedergewassen	Voederbieten	4773363.87667264	0.00123378508545445
Kempen	14610	Voedergewassen	Voederkool (bladkool)	11109.1529748498	2.87141471015527e-06
Kempen	14610	Voedergewassen	Voederrapen	10700.8582909273	2.76588160928362e-06
Kempen	14610	Voedergewassen	Voederwortelen	16455.1322809923	4.2532053520337e-06
Kempen	14610	NA	NA	14451511.3644138	0.00373532369296724
Kempen	14975	Aardappelen	Aardappelen (niet-vroege)	42245794.3368756	0.0109193919262543
Kempen	14975	Aardappelen	Aardappelen (pootgoed)	188260.844407842	4.86603217367469e-05
Kempen	14975	Aardappelen	Aardappelen (primeur, rooi voor 20/6)	113992.698048316	2.94640204133699e-05
Kempen	14975	Aardappelen	Aardappelen (vroege, rooi na 19/6)	2618145.23179654	0.000676719525685091
Kempen	14975	Fruit en Noten	Aardbeien	5399124.39609261	0.00139552720607919
Kempen	14975	Fruit en Noten	Andere bessen	36098.4811077835	9.3304782013368e-06
Kempen	14975	Fruit en Noten	Andere eenjarige fruitteelten	14591.1496821437	3.77141641043532e-06
Kempen	14975	Fruit en Noten	Andere meerjarige fruitteelten	95364.3996963228	2.46491105787343e-05
Kempen	14975	Fruit en Noten	Blauwe bessen	407627.078228241	0.000105360542908359
Kempen	14975	Fruit en Noten	Braambessen	28511.8481016309	7.36953935534789e-06
Kempen	14975	Fruit en Noten	Frambozen	69536.5988381467	1.79733246315046e-05
Kempen	14975	Fruit en Noten	Meerjarige fruitteelten (appel)	2826364.50917438	0.000730538560975557
Kempen	14975	Fruit en Noten	Meerjarige fruitteelten (peer)	819240.226751643	0.000211751376866553
Kempen	14975	Fruit en Noten	Meerjarige fruitteelten (pruim)	1433.44175007287	3.70505810535534e-07
Kempen	14975	Fruit en Noten	Rode bessen	134842.569869054	3.48531467298816e-05
Kempen	14975	Fruit en Noten	Wijnstokken	21629.4373002164	5.5906228473789e-06
Kempen	14975	Fruit en Noten	Zwarte bessen	1075.48240790376	2.77983030169754e-07
Kempen	14975	Granen, zaden en peulvruchten	Andere granen (bv. Mengkoren)	921958.973792948	0.000238301386748572
Kempen	14975	Granen, zaden en peulvruchten	Boekweit	3154.54480208232	8.15364264858859e-07
Kempen	14975	Granen, zaden en peulvruchten	Brouwgerst	46727.0470497534	1.20776741993323e-05
Kempen	14975	Granen, zaden en peulvruchten	Erwten (droog geoogst)	547636.219961367	0.00014154910832274
Kempen	14975	Granen, zaden en peulvruchten	Gierst, sorghum, kanariezaad of harde tarwe	8743.09851556644	2.25985381124645e-06
Kempen	14975	Granen, zaden en peulvruchten	Haver	589040.278380927	0.000152250934346308
Kempen	14975	Granen, zaden en peulvruchten	Niet-bittere lupinen	8476.24962851452	2.19088061217321e-06
Kempen	14975	Granen, zaden en peulvruchten	Spelt	504479.443870098	0.000130394252323196
Kempen	14975	Granen, zaden en peulvruchten	Triticale	9931703.4586885	0.00256707594834103
Kempen	14975	Granen, zaden en peulvruchten	Tuin- en veldbonen (droog geoogst)	153692.676366379	3.97253879535781e-05
Kempen	14975	Granen, zaden en peulvruchten	Wintergerst	3655780.37797722	0.000944920065299823
Kempen	14975	Granen, zaden en peulvruchten	Winterkoolzaad	6405.84656604752	1.65573757984867e-06
Kempen	14975	Granen, zaden en peulvruchten	Winterraapzaad	4826.60643759504	1.24754684325768e-06
Kempen	14975	Granen, zaden en peulvruchten	Winterrogge	1338346.79010566	0.000345926342818269
Kempen	14975	Granen, zaden en peulvruchten	Wintertarwe	8836338.89068987	0.00228395391908689
Kempen	14975	Granen, zaden en peulvruchten	Zomergerst	4216289.64833737	0.00108979650797139
Kempen	14975	Granen, zaden en peulvruchten	Zomerkoolzaad	187851.863891264	4.85546113667371e-05
Kempen	14975	Granen, zaden en peulvruchten	Zomerrogge	89037.5249907635	2.30137850827239e-05
Kempen	14975	Granen, zaden en peulvruchten	Zomertarwe	2005527.81086433	0.00051837453951517
Kempen	14975	Granen, zaden en peulvruchten	Zonnebloempitten	21669.8189856838	5.60106041772603e-06
Kempen	14975	Grasland	Blijvend grasland	237511611.568169	0.0613903091291933
Kempen	14975	Grasland	Grassen in natuurbeheer	34193932.9217081	0.00883820415577478
Kempen	14975	Grasland	Graszoden	2371913.77195954	0.000613075372302772
Kempen	14975	Grasland	Tijdelijk grasland	408446832.38227	0.105572427121486
Kempen	14975	Grasland	Weiland met bomen (> 50 bomen per ha)	971423.01115118	0.00025108649870226
Kempen	14975	Groenten, kruiden en sierplanten	(Knol)venkel - industrie	8553.81110043288	2.21092814882266e-06
Kempen	14975	Groenten, kruiden en sierplanten	(Knol)venkel - vers	38526.9934344506	9.9581827648055e-06
Kempen	14975	Groenten, kruiden en sierplanten	Ajuinen (niet vroege) - vers	97010.3916392994	2.50745548487485e-05
Kempen	14975	Groenten, kruiden en sierplanten	Ajuinen (niet-vroege) - industrie	302891.96602249	7.82893573248853e-05
Kempen	14975	Groenten, kruiden en sierplanten	Ajuinen (vroege) - industrie	76529.2924008135	1.97807462418566e-05
Kempen	14975	Groenten, kruiden en sierplanten	Ajuinen (vroege) - vers	303630.415402579	7.84802264593272e-05
Kempen	14975	Groenten, kruiden en sierplanten	Andere alternatieve slasoorten - vers	95697.962871821	2.47353276117575e-05
Kempen	14975	Groenten, kruiden en sierplanten	Andere groenten - industrie	240391.414395814	6.21346600459883e-05
Kempen	14975	Groenten, kruiden en sierplanten	Andere groenten - vers	512785.961617681	0.000132541261848096
Kempen	14975	Groenten, kruiden en sierplanten	Andere kolen - industrie	20616	5.32867679458356e-06
Kempen	14975	Groenten, kruiden en sierplanten	Andere kolen - vers	189527.806915532	4.89877971788471e-05
Kempen	14975	Groenten, kruiden en sierplanten	Andere kruiden -  industriële verwerking	697083.658044679	0.000180177217331495
Kempen	14975	Groenten, kruiden en sierplanten	Andere kruiden - vers	339563.356396116	8.77679170313781e-05
Kempen	14975	Groenten, kruiden en sierplanten	Andere sierplanten	1200578.24444647	0.000310316910713222
Kempen	14975	Groenten, kruiden en sierplanten	Andijvie - industrie	38286.4789543861	9.89601629562229e-06
Kempen	14975	Groenten, kruiden en sierplanten	Asperge - industrie	327028.81600885	8.4528078338499e-05
Kempen	14975	Groenten, kruiden en sierplanten	Asperges - vers	1625121.38724225	0.000420049797466978
Kempen	14975	Groenten, kruiden en sierplanten	Azalea	11277.0035481136	2.91479953042635e-06
Kempen	14975	Groenten, kruiden en sierplanten	Basilicum - industriële verwerking	340618.161961315	8.80405556585644e-05
Kempen	14975	Groenten, kruiden en sierplanten	Bieslook - industriële verwerking	619206.012861611	0.000160047958469261
Kempen	14975	Groenten, kruiden en sierplanten	Bleekselder - vers	9851.92701671098	2.54645590201197e-06
Kempen	14975	Groenten, kruiden en sierplanten	Bloembollen en -knollen, andere dan begonia	335250.432995174	8.66531433195322e-05
Kempen	14975	Groenten, kruiden en sierplanten	Bloemkool - industrie	21811.5318212593	5.63768934178625e-06
Kempen	14975	Groenten, kruiden en sierplanten	Bloemkool - vers	115359.810053045	2.98173817839169e-05
Kempen	14975	Groenten, kruiden en sierplanten	Boerenkool - vers	2558.92702964364	6.61413226712007e-07
Kempen	14975	Groenten, kruiden en sierplanten	Boomkweek - andere	3236203.88632496	0.000836470923147117
Kempen	14975	Groenten, kruiden en sierplanten	Boomkweek - fruitplanten	171639.233344691	4.43640861352333e-05
Kempen	14975	Groenten, kruiden en sierplanten	Boomkweek - sierplanten	5912525.64798766	0.00152822750377435
Kempen	14975	Groenten, kruiden en sierplanten	Broccoli - industrie	125480.268775183	3.24332458479058e-05
Kempen	14975	Groenten, kruiden en sierplanten	Brocolli - vers	375934.207265858	9.71687954281988e-05
Kempen	14975	Groenten, kruiden en sierplanten	Chinese kool - industrie	3776.88710005581	9.76222867958354e-07
Kempen	14975	Groenten, kruiden en sierplanten	Chinese kool - vers	18271.2199604101	4.72261475610058e-06
Kempen	14975	Groenten, kruiden en sierplanten	Chrysanten	287299.403182501	7.42591027763049e-05
Kempen	14975	Groenten, kruiden en sierplanten	Courgettes - industrie	24108.1491357038	6.23130262222471e-06
Kempen	14975	Groenten, kruiden en sierplanten	Courgettes - vers	183745.358999654	4.7493191240487e-05
Kempen	14975	Groenten, kruiden en sierplanten	Erwten (andere dan droog geoogst) - industrie	2506977.81913529	0.000647985764908902
Kempen	14975	Groenten, kruiden en sierplanten	Erwten (andere dan droog geoogst) - vers	328731.888088902	8.49682762756583e-05
Kempen	14975	Groenten, kruiden en sierplanten	Geneeskrachtige en aromatische planten en kruiden	11830.8235134329	3.05794696919109e-06
Kempen	14975	Groenten, kruiden en sierplanten	Groene kamerplanten (ficus, ...)	4131.38291008305	1.06785041921317e-06
Kempen	14975	Groenten, kruiden en sierplanten	Groene selder - vers	16518.7314900346	4.26964402245364e-06
Kempen	14975	Groenten, kruiden en sierplanten	Kerstbomen	813504.93112828	0.000210268958516811
Kempen	14975	Groenten, kruiden en sierplanten	Kervel - industriële verwerking	25237.51020151	6.52321182401303e-06
Kempen	14975	Groenten, kruiden en sierplanten	Knolselder - vers	39633.1181793328	1.02440860079161e-05
Kempen	14975	Groenten, kruiden en sierplanten	Komkommers - vers	36663.6320053884	9.47655437874779e-06
Kempen	14975	Groenten, kruiden en sierplanten	Kropsla - vers	37627.3550530784	9.7256506457555e-06
Kempen	14975	Groenten, kruiden en sierplanten	Paprika - vers	723493.8953759	0.000187003547308519
Kempen	14975	Groenten, kruiden en sierplanten	Pastinaak - vers	51308.8821827632	1.32619542997338e-05
Kempen	14975	Groenten, kruiden en sierplanten	Perk- en balkonplanten	87921.544740379	2.27253344587698e-05
Kempen	14975	Groenten, kruiden en sierplanten	Peterselie - industriële verwerking	305362.629800371	7.89279568951421e-05
Kempen	14975	Groenten, kruiden en sierplanten	Peterselie - vers	14398.2842327608	3.72156592321162e-06
Kempen	14975	Groenten, kruiden en sierplanten	Pompoenen - industrie	776154.827824926	0.000200614969927953
Kempen	14975	Groenten, kruiden en sierplanten	Pompoenen - vers	155606.936822447	4.02201723574896e-05
Kempen	14975	Groenten, kruiden en sierplanten	Prei - industrie	323104.26138788	8.35136874218404e-05
Kempen	14975	Groenten, kruiden en sierplanten	Prei - vers	1405881.93559735	0.000363382346048789
Kempen	14975	Groenten, kruiden en sierplanten	Raap - vers	44027.8638085974	1.13800085463697e-05
Kempen	14975	Groenten, kruiden en sierplanten	Rabarber - industrie	22905.3211577646	5.92040421642726e-06
Kempen	14975	Groenten, kruiden en sierplanten	Rabarber - vers	39863.9119053472	1.03037399258511e-05
Kempen	14975	Groenten, kruiden en sierplanten	Rode kool - industrie	343919.654300094	8.8893901875733e-05
Kempen	14975	Groenten, kruiden en sierplanten	Rode kool - vers	94633.9888300828	2.44603191820791e-05
Kempen	14975	Groenten, kruiden en sierplanten	Savooikool - vers	97059.3838128943	2.50872179967185e-05
Kempen	14975	Groenten, kruiden en sierplanten	Schorseneer - industrie	2178045.19105745	0.00056296560279114
Kempen	14975	Groenten, kruiden en sierplanten	Schorseneer - vers	135933.229911843	3.51350527669786e-05
Kempen	14975	Groenten, kruiden en sierplanten	Sierbomen en -struiken	4524886.26495195	0.00116956036273668
Kempen	14975	Groenten, kruiden en sierplanten	Snijbloemen - andere dan rozen	120761.688400322	3.12136208116766e-05
Kempen	14975	Groenten, kruiden en sierplanten	Snijbloemen - rozen	30667.125	7.92661997206507e-06
Kempen	14975	Groenten, kruiden en sierplanten	Snijplanten	34813.3593735639	8.99830909174466e-06
Kempen	14975	Groenten, kruiden en sierplanten	Spinazie - industrie	1261164.7651253	0.000325976882909856
Kempen	14975	Groenten, kruiden en sierplanten	Spinazie - vers	431.199508407561	1.11453376711642e-07
Kempen	14975	Groenten, kruiden en sierplanten	Spruitkolen - vers	42957.6773609705	1.11033943782796e-05
Kempen	14975	Groenten, kruiden en sierplanten	Stambonen (bvb. bruine bonen) - vers	48869.9032271421	1.2631544396586e-05
Kempen	14975	Groenten, kruiden en sierplanten	Stamslabonen - industrie	657618.170051873	0.000169976459179857
Kempen	14975	Groenten, kruiden en sierplanten	Stamslabonen - vers	238566.297497266	6.16629168336924e-05
Kempen	14975	Groenten, kruiden en sierplanten	Tomaten - industrie	2217.77311989199	5.73234194781706e-07
Kempen	14975	Groenten, kruiden en sierplanten	Tomaten - vers	1351307.72333979	0.000349276392496231
Kempen	14975	Groenten, kruiden en sierplanten	Tuin- en veldbonen (andere dan droog geoogst) - industrie	1585879.57944905	0.000409906854579652
Kempen	14975	Groenten, kruiden en sierplanten	Tuin- en veldbonen (andere dan droog geoogst) - vers	543246.393184234	0.000140414457174139
Kempen	14975	Groenten, kruiden en sierplanten	Vaste planten	120515.786526668	3.11500618473826e-05
Kempen	14975	Groenten, kruiden en sierplanten	Veldsla - vers	24948.559043502	6.44852578741787e-06
Kempen	14975	Groenten, kruiden en sierplanten	Winterharde sierplanten	825110.468448372	0.000213268675115872
Kempen	14975	Groenten, kruiden en sierplanten	Witloof (voor de wortel) - vers	88349.8169194407	2.28360312002488e-05
Kempen	14975	Groenten, kruiden en sierplanten	Witloof (voor het loof) - industrie	1014.86929998547	2.62316185892891e-07
Kempen	14975	Groenten, kruiden en sierplanten	Witloof (voor het loof) - vers	82711.1772698802	2.13785957979578e-05
Kempen	14975	Groenten, kruiden en sierplanten	Witte kool - industrie	8354.2071836479	2.15933595055529e-06
